class1,class2,class3,class4,class5,class6,class7,class8,class9,ID
0.4059932827949524,0.09061765670776367,0.007375878747552633,0.0584927573800087,0.015394482761621475,0.010299197398126125,0.405930757522583,0.0031358636915683746,0.002760176081210375,0
0.15022775530815125,0.13858529925346375,0.038821183145046234,0.30723604559898376,0.04033404961228371,0.07897760719060898,0.2415504902601242,0.001883222023025155,0.0023843692615628242,1
0.17234456539154053,0.17899388074874878,0.014899354428052902,0.1687796711921692,0.04837748035788536,0.15911826491355896,0.24903430044651031,0.0025207484140992165,0.005931713618338108,2
0.043150097131729126,0.08803857862949371,0.02904227375984192,0.6490713357925415,0.04529156535863876,0.04367741569876671,0.09916550666093826,0.0010805347701534629,0.0014826764818280935,3
0.14704249799251556,0.07315944880247116,0.017343945801258087,0.4827025234699249,0.1274103820323944,0.04710184410214424,0.10052308440208435,0.0017665786435827613,0.002949713496491313,4
0.13325025141239166,0.07423520088195801,0.013269055634737015,0.46400314569473267,0.16051439940929413,0.05951883643865585,0.09021211415529251,0.0015019385609775782,0.003495048498734832,5
0.1868577003479004,0.13020436465740204,0.02210599184036255,0.3295924663543701,0.13246536254882812,0.06700074672698975,0.12514157593250275,0.00291977240704,0.003712038742378354,6
0.12859943509101868,0.14247839152812958,0.0038649749476462603,0.03503426909446716,0.009519287385046482,0.011233434081077576,0.6670688390731812,0.001187919988296926,0.0010134567273780704,7
0.04863305762410164,0.054135169833898544,0.014906547032296658,0.3141387104988098,0.02884230576455593,0.02973947301506996,0.5057530999183655,0.002105348976328969,0.0017462597461417317,8
0.04450443387031555,0.07713431864976883,0.01466455403715372,0.1628863662481308,0.016331270337104797,0.012948083691298962,0.6654226183891296,0.0020730847027152777,0.004035241436213255,9
0.14395008981227875,0.12047488987445831,0.020240874961018562,0.44785887002944946,0.055073488503694534,0.08255714923143387,0.12450030446052551,0.0022761356085538864,0.0030682047363370657,10
0.13626401126384735,0.03650551289319992,0.012764153070747852,0.7369439005851746,0.023971227928996086,0.011049783788621426,0.03859887644648552,0.0007985268021002412,0.003104015253484249,11
0.07771880179643631,0.1662244349718094,0.013220091350376606,0.09209218621253967,0.019140947610139847,0.035812247544527054,0.5893283486366272,0.0029794499278068542,0.0034835292026400566,12
0.23617267608642578,0.06101207807660103,0.014343110844492912,0.5201889276504517,0.05496561899781227,0.029359551146626472,0.07877542823553085,0.0015612641582265496,0.0036213223356753588,13
0.18434691429138184,0.10142584145069122,0.03672075271606445,0.33586829900741577,0.12359599769115448,0.09226676821708679,0.12121183425188065,0.002053403528407216,0.0025102433282881975,14
0.2537223696708679,0.048685915768146515,0.018079254776239395,0.508124589920044,0.027367182075977325,0.0346517488360405,0.10334163159132004,0.0016017664456740022,0.0044255428947508335,15
0.5590983629226685,0.07176408916711807,0.007490340154618025,0.1340528428554535,0.014466753229498863,0.01427048072218895,0.195874884724617,0.0013013858115300536,0.0016808771761134267,16
0.0609179362654686,0.18547502160072327,0.015245990827679634,0.2713872492313385,0.03908510506153107,0.06606297194957733,0.3558657169342041,0.002369991037994623,0.0035899830982089043,17
0.2582741677761078,0.08402256667613983,0.013373040594160557,0.1934814453125,0.15049991011619568,0.0844133198261261,0.21169359982013702,0.002212811028584838,0.0020291435066610575,18
0.08546474575996399,0.20877687633037567,0.015210804529488087,0.35234516859054565,0.04363587126135826,0.04851219058036804,0.2379014939069748,0.0017246244242414832,0.006428218446671963,19
0.18200621008872986,0.1604650914669037,0.02651200257241726,0.30025121569633484,0.058243222534656525,0.07831123471260071,0.18998302519321442,0.0019550679717212915,0.0022729572374373674,20
0.2497197985649109,0.09956860542297363,0.01865483447909355,0.28581297397613525,0.1427803635597229,0.11828803271055222,0.08032742142677307,0.0027475408278405666,0.00210044183768332,21
0.13397328555583954,0.0746380090713501,0.017404761165380478,0.46652087569236755,0.15311063826084137,0.05984179303050041,0.09070160984992981,0.0015100882155820727,0.0022988838609308004,22
0.14560171961784363,0.07860296219587326,0.05426586791872978,0.4808320105075836,0.09302258491516113,0.05130816623568535,0.09231805801391602,0.0014276379952207208,0.0026209885254502296,23
0.04544363170862198,0.1337101310491562,0.12623745203018188,0.2986447811126709,0.07209150493144989,0.06125492602586746,0.2589540183544159,0.0014176657423377037,0.0022458976600319147,24
0.11912209540605545,0.05759498104453087,0.04848442226648331,0.5836415886878967,0.10101446509361267,0.03918810188770294,0.04840310290455818,0.0010129985166713595,0.0015382171841338277,25
0.17997950315475464,0.14498089253902435,0.008822356350719929,0.3233489394187927,0.04495956748723984,0.026876745745539665,0.26264557242393494,0.0026829380076378584,0.005703462287783623,26
0.16408705711364746,0.1807526797056198,0.016332581639289856,0.4467690587043762,0.07742473483085632,0.03677375987172127,0.07461400330066681,0.0014272427652031183,0.001818928518332541,27
0.16534718871116638,0.1626385748386383,0.050816118717193604,0.10891718417406082,0.052537549287080765,0.05920635163784027,0.38982143998146057,0.005613570101559162,0.005101995076984167,28
0.13998980820178986,0.11447453498840332,0.014392250217497349,0.5375942587852478,0.058834224939346313,0.03713955730199814,0.09373746812343597,0.0014806692488491535,0.002357199788093567,29
0.12387585639953613,0.1826481968164444,0.011929190717637539,0.3824499845504761,0.050330936908721924,0.03722168877720833,0.2077781707048416,0.001353673287667334,0.0024123333860188723,30
0.11235104501247406,0.13982518017292023,0.007650997489690781,0.06034022569656372,0.01694759540259838,0.026918010786175728,0.6287378072738647,0.0036862334236502647,0.003542910562828183,31
0.15943942964076996,0.144052654504776,0.012013603001832962,0.4272708296775818,0.04951944574713707,0.03927425295114517,0.16443684697151184,0.0013584374682977796,0.002634557895362377,32
0.10614221543073654,0.25556501746177673,0.008043195120990276,0.0656605139374733,0.024657435715198517,0.052113816142082214,0.4821273386478424,0.002048288006335497,0.003642204450443387,33
0.057944994419813156,0.08845758438110352,0.004654061980545521,0.09585856646299362,0.01381758414208889,0.029582561925053596,0.7001112103462219,0.007279281970113516,0.00229414040222764,34
0.3191870450973511,0.06495113670825958,0.009551966562867165,0.42835623025894165,0.02821575477719307,0.021855005994439125,0.12061012536287308,0.004016251303255558,0.0032565034925937653,35
0.3191870450973511,0.06495113670825958,0.009551966562867165,0.42835623025894165,0.02821575477719307,0.021855005994439125,0.12061012536287308,0.004016251303255558,0.0032565034925937653,36
0.24719974398612976,0.09332718700170517,0.013120988383889198,0.41058656573295593,0.061619240790605545,0.05444331094622612,0.11219433695077896,0.0027579821180552244,0.0047506410628557205,37
0.24719974398612976,0.09332718700170517,0.013120988383889198,0.41058656573295593,0.061619240790605545,0.05444331094622612,0.11219433695077896,0.0027579821180552244,0.0047506410628557205,38
0.23323827981948853,0.0906650647521019,0.011947093531489372,0.35796892642974854,0.055146507918834686,0.11052138358354568,0.13605070114135742,0.0017294108401983976,0.002732638968154788,39
0.24109874665737152,0.08973561227321625,0.011824618093669415,0.3542992174625397,0.0545811764895916,0.10938837379217148,0.13465598225593567,0.001711681834422052,0.0027046254836022854,40
0.7259390950202942,0.08702298998832703,0.00528460368514061,0.11337289959192276,0.0125565305352211,0.021209068596363068,0.029161442071199417,0.0015215754974633455,0.003931756131350994,41
0.2632581889629364,0.07941839843988419,0.02268975041806698,0.38900026679039,0.07642107456922531,0.05431635305285454,0.10495787858963013,0.002143293619155884,0.007794837933033705,42
0.5402102470397949,0.10551901906728745,0.006335876416414976,0.1942625492811203,0.015094475820660591,0.03332741558551788,0.10048622637987137,0.001813239068724215,0.002950951224192977,43
0.17240673303604126,0.07867015153169632,0.010924230329692364,0.4858059585094452,0.07916788756847382,0.0631575807929039,0.1053847000002861,0.0014222875470295548,0.0030604731291532516,44
0.5143734812736511,0.08771122992038727,0.014144484885036945,0.14688731729984283,0.07594120502471924,0.05484786257147789,0.10198384523391724,0.0021431276109069586,0.001967423129826784,45
0.14350341260433197,0.18259699642658234,0.038682062178850174,0.15865151584148407,0.08094760030508041,0.067420095205307,0.3210970461368561,0.004499004688113928,0.0026023148093372583,46
0.5143734812736511,0.08771122992038727,0.014144484885036945,0.14688731729984283,0.07594120502471924,0.05484786257147789,0.10198384523391724,0.0021431276109069586,0.001967423129826784,47
0.12242396920919418,0.3118648827075958,0.014967749826610088,0.09777890890836716,0.05480021983385086,0.04539642110466957,0.3439846336841583,0.004389726556837559,0.004393533803522587,48
0.17637483775615692,0.08048081398010254,0.011175661347806454,0.46022143959999084,0.0947398766875267,0.06461121886968613,0.10781022906303406,0.0014550227206200361,0.0031309130135923624,49
0.7668178081512451,0.028795141726732254,0.011884290724992752,0.11370102316141129,0.024912681430578232,0.018865060061216354,0.03216303139925003,0.0009033106616698205,0.001957673579454422,50
0.6504956483840942,0.03300494700670242,0.0075653293170034885,0.21207500994205475,0.047304779291152954,0.016820421442389488,0.029025135561823845,0.0010049054399132729,0.0027037737891077995,51
0.1945832371711731,0.06911075115203857,0.022363798692822456,0.3763752281665802,0.050080712884664536,0.15898291766643524,0.12499139457941055,0.0019018203020095825,0.0016101428773254156,52
0.7497252225875854,0.040815018117427826,0.006318095605820417,0.08674073964357376,0.03151839226484299,0.038527410477399826,0.04377787187695503,0.0007494245655834675,0.0018278064671903849,53
0.6840643286705017,0.02619958110153675,0.006127993110567331,0.2153104543685913,0.019012704491615295,0.013290735892951488,0.03280041739344597,0.0013998609501868486,0.0017939277458935976,54
0.5143734812736511,0.08771122992038727,0.014144484885036945,0.14688731729984283,0.07594120502471924,0.05484786257147789,0.10198384523391724,0.0021431276109069586,0.001967423129826784,55
0.10877964645624161,0.11482707411050797,0.03326662629842758,0.3056648373603821,0.0461670383810997,0.03411338850855827,0.3535948097705841,0.0015481627779081464,0.002038429258391261,56
0.6144376993179321,0.058876704424619675,0.00975810270756483,0.10164456069469452,0.08150986582040787,0.053189653903245926,0.0774250403046608,0.0012274393811821938,0.0019308950286358595,57
0.6833896040916443,0.03637169674038887,0.00867669377475977,0.18803083896636963,0.0286954864859581,0.018760381266474724,0.03434624522924423,0.0007645750301890075,0.0009645152604207397,58
0.19940605759620667,0.13814672827720642,0.030194342136383057,0.33655989170074463,0.05838196724653244,0.061911288648843765,0.1687035709619522,0.004482300486415625,0.002213834086433053,59
0.678433895111084,0.04809330031275749,0.008628235198557377,0.09293752908706665,0.051532384008169174,0.04764525964856148,0.07007599622011185,0.0013559855287894607,0.0012973846169188619,60
0.1561877429485321,0.07893005013465881,0.010960320010781288,0.48741090297698975,0.09291435778141022,0.06336623430252075,0.10573285818099976,0.0014269863022491336,0.0030705840326845646,61
0.37112194299697876,0.11166083812713623,0.01723945140838623,0.15293782949447632,0.05903647467494011,0.03352227807044983,0.24246744811534882,0.004070315510034561,0.007943438366055489,62
0.2607824504375458,0.06007463485002518,0.017463842406868935,0.35549357533454895,0.08772540837526321,0.07891005277633667,0.1344529688358307,0.002871992764994502,0.002225084463134408,63
0.5143734812736511,0.08771122992038727,0.014144484885036945,0.14688731729984283,0.07594120502471924,0.05484786257147789,0.10198384523391724,0.0021431276109069586,0.001967423129826784,64
0.7232637405395508,0.031386326998472214,0.005400766618549824,0.1566145271062851,0.02396317571401596,0.02027830109000206,0.03707394376397133,0.0007532498566433787,0.0012659929925575852,65
0.2606476843357086,0.11680015176534653,0.01632261462509632,0.27973031997680664,0.06713716685771942,0.10262257605791092,0.15137670934200287,0.0023158895783126354,0.003046877682209015,66
0.08906946331262589,0.0902257189154625,0.008005204610526562,0.06468380242586136,0.02316233515739441,0.04879894107580185,0.6712331771850586,0.003015115624293685,0.0018062024610117078,67
0.026495208963751793,0.042325347661972046,0.004060807172209024,0.026442602276802063,0.009345251135528088,0.01858171820640564,0.869681179523468,0.0017472926992923021,0.001320570707321167,68
0.09979255497455597,0.0766327977180481,0.005747376009821892,0.05843028053641319,0.0214955136179924,0.027760867029428482,0.7061826586723328,0.0019767743069678545,0.00198116316460073,69
0.7700780630111694,0.04152130335569382,0.00511666527017951,0.07914838939905167,0.017197230830788612,0.020030157640576363,0.0634532943367958,0.0010095176985487342,0.002445428166538477,70
0.10226088762283325,0.1062033623456955,0.012223459780216217,0.09769436717033386,0.017157144844532013,0.0204533189535141,0.6390917897224426,0.0034977816976606846,0.0014178984565660357,71
0.4543287456035614,0.07571706920862198,0.014219471253454685,0.2809145152568817,0.035184577107429504,0.0415625274181366,0.09077510982751846,0.00261881435289979,0.004679123405367136,72
0.1375351995229721,0.1842443346977234,0.015120280906558037,0.14729955792427063,0.10901938378810883,0.029287803918123245,0.3689715564250946,0.00463893823325634,0.0038829331751912832,73
0.4891436994075775,0.07930266112089157,0.009410175494849682,0.2583560645580292,0.031415507197380066,0.05510523170232773,0.07160777598619461,0.002669036155566573,0.0029898257926106453,74
0.06408892571926117,0.3298650085926056,0.010666531510651112,0.1270606517791748,0.027960874140262604,0.016287261620163918,0.41553574800491333,0.0034263180568814278,0.005108662415295839,75
0.1214829757809639,0.15309765934944153,0.03709796071052551,0.29738757014274597,0.048007067292928696,0.040592294186353683,0.295068621635437,0.0021482170559465885,0.005117606837302446,76
0.09349464625120163,0.1554289162158966,0.03836600482463837,0.3972702622413635,0.06512758135795593,0.03781118988990784,0.2068345844745636,0.0022862153127789497,0.003380579873919487,77
0.06129292771220207,0.18954870104789734,0.012605774216353893,0.4046686589717865,0.03166031464934349,0.03917221352458,0.2573794722557068,0.0021928565111011267,0.0014790943823754787,78
0.08801697939634323,0.191144660115242,0.02308717742562294,0.1884882003068924,0.0328453965485096,0.03718843683600426,0.430593878030777,0.0039614844135940075,0.004673742223531008,79
0.04213748499751091,0.10880830138921738,0.005918873008340597,0.2374427616596222,0.01807008497416973,0.010448463261127472,0.5729190707206726,0.002484301570802927,0.0017706133658066392,80
0.11808593571186066,0.2047506719827652,0.037337079644203186,0.29033321142196655,0.054677512496709824,0.036405421793460846,0.2522759437561035,0.0023640922736376524,0.003770130220800638,81
0.27411893010139465,0.09607313573360443,0.040506817400455475,0.28589677810668945,0.08023925870656967,0.07722163945436478,0.13991405069828033,0.0021455963142216206,0.0038838209584355354,82
0.21237534284591675,0.07912510633468628,0.029156113043427467,0.26084479689598083,0.07214906066656113,0.07841001451015472,0.2631659507751465,0.0020146644674241543,0.0027589404489845037,83
0.15099823474884033,0.30349835753440857,0.028144018724560738,0.16974757611751556,0.05516143888235092,0.03598981350660324,0.25254306197166443,0.0016931741265580058,0.0022243482526391745,84
0.1939590573310852,0.1320023536682129,0.04120102897286415,0.31644168496131897,0.09521755576133728,0.062171388417482376,0.14734040200710297,0.003732286859303713,0.007934249006211758,85
0.08354955911636353,0.18231068551540375,0.00877173151820898,0.06591090559959412,0.018894623965024948,0.05001562088727951,0.5858558416366577,0.002033345866948366,0.002657659351825714,86
0.14905166625976562,0.20565079152584076,0.01636791042983532,0.07961895316839218,0.04416506737470627,0.05035265162587166,0.44661015272140503,0.005040561780333519,0.0031422332394868135,87
0.5540620684623718,0.040558233857154846,0.006525212898850441,0.28030121326446533,0.01144824456423521,0.017002444714307785,0.08606693148612976,0.0010541011579334736,0.0029815384186804295,88
0.1371786743402481,0.09303228557109833,0.013475630432367325,0.5362371802330017,0.042009733617305756,0.026915699243545532,0.14781354367733002,0.0012613381259143353,0.002075925236567855,89
0.16537758708000183,0.2677607834339142,0.034155167639255524,0.3128085136413574,0.04039895534515381,0.05679592490196228,0.11614909768104553,0.0035969477612525225,0.0029570264741778374,90
